,Popularity,Region,TERM,Full Form | Definition | Meaning,MainCategory,SubCategory
372,40,Worldwide,ADCB,Asymmetric Double Cantilever Beam,Academic & Science,Chemistry
373,60,Worldwide,Addl,Additional,Miscellaneous,Chat & Messaging
374,30,Worldwide,ADDL,Animal Disease Diagnostic Laboratory,Animal Kingdom,Pets & Domesticated
375,30,Worldwide,ADDL,Amyloid beta-Derived Diffusible Ligand,Medical,Genetics
376,60,Worldwide,ADF,Application Development Framework,Computing,Programming & Development
377,40,Worldwide,ADF,Ár nDraíocht Féin,Associations & Organizations,Religious Organizations
378,40,United,ADF,African Development Foundation,Governmental,Departments & Agencies
379,40,United,ADF,Alternative Display Facility,Business,Stock Market
380,40,Worldwide,ADF,Automatic Document Feeder,Technology,Imaging & Printing
381,30,United,ADF,Alliance Defending Freedom,Associations & Organizations,Regional Organizations
382,30,Australia,ADF,Australian Defence Force,Governmental,Military
383,30,United,ADF,American Dance Festival,Arts,Performing arts
384,30,United,ADF,Asian Dub Foundation,News & Entertainment,Music
385,30,Worldwide,ADF,Amiga Disk File,Computing,File Extensions
386,20,Turkey,ADF,Adıyaman Airport,Transport & Travel,Airport Codes
387,10,Worldwide,ADF,Application Development Facility,Computing,Programming & Development
388,50,India,ADGP,Additional Director General of Police,Governmental,Police
389,30,United,ADGP,Annual Disaster Giving Program,Associations & Organizations,Social Welfare Organizations
390,20,Worldwide,ADGP,Active Directory Group Policy,Computing,Software & Applications
391,10,Australia,ADGP,Australian Divisions of General Practice,Associations & Organizations,Medical Organizations
392,20,India,ADGPI,Additional Directorate General of Public Information,Governmental,Military
393,50,Worldwide,ADHD,Attention Deficit Hyperactivity Disorder,Medical,Diseases & Conditions
394,60,Worldwide,ADI,Area of Dominant Influence,News & Entertainment,TV & Radio
395,40,Worldwide,ADI,Acceptable Daily Intake,Medical,Medicines & Drugs
396,40,United,ADI,Analog Devices,Business,Companies & Corporations
397,40,Sao,ADI,Independent Democratic Action,Governmental,Politics
398,40,Worldwide,ADI,Attitude Director Indicator,Technology,Airplanes & Aircraft
399,30,Italy,ADI,Associazione per il Disegno Industriale,Associations & Organizations,Trade Associations
400,10,Namibia,ADI,Arandis Airport,Transport & Travel,Airport Codes
401,20,United,ADIB,Abu Dhabi Islamic Bank,Business,Banking
402,100,Worldwide,Adidas,"from the name of its founder, Adi Dassler",Business,Companies & Corporations
403,30,Australia,ADIN,Australian Drug Information Network,Computing,Internet
404,70,Worldwide,ADL,Activities of Daily Living,Medical,Hospitals
405,50,United,ADL,Arthur D. Little,Business,Companies & Corporations
406,50,Australia,ADL,Adelaide Airport,Transport & Travel,Airport Codes
407,50,Worldwide,ADL,Architecture Description Language,Computing,Programming & Development
408,30,United,ADL,Anti-Defamation League,Associations & Organizations,Regional Organizations
409,30,Canada,ADL,Arctic Digital Ltd,Business,Companies & Corporations
410,50,United,ADM,Archer Daniels Midland Company,Business,Companies & Corporations
411,40,United,ADM,Average Daily Membership,Governmental,Census & Statistics
412,40,Worldwide,ADM,Admiral,Governmental,Military
413,40,Worldwide,ADM,Add-Drop Multiplexer,Technology,Communication
414,40,United,ADM,Abu Dhabi Media,Governmental,Firms & Organizations
415,30,Worldwide,ADM,Aeronautical Decision Making,Transport & Travel,Air Transport
416,30,Worldwide,ADM,Atomic Demolition Munition(s),Governmental,Weapons & Forces
417,30,United,ADM,Abu Dhabi Municipality,Governmental,Departments & Agencies
418,30,Worldwide,ADM,Absolute Distance Meter,Technology,Tech Terms
419,30,Worldwide,ADM,Application Development and Maintenance,Business,Services
420,20,United,ADM,Ardmore Municipal Airport,Transport & Travel,Airport Codes
421,20,Worldwide,ADM,Architecture Development Method,Academic & Science,Architecture & Constructions
422,20,Spain,ADM,Armas de Destrucción Masiva,Governmental,Weapons & Forces
423,20,Worldwide,ADM,Additional Dealer Markup,Business,Business Terms
424,20,Cape,ADM,Aliança Democrática para a Mudança,Governmental,Politics
425,20,Worldwide,ADM,Arrow Diagramming Method,Business,Business Management
426,70,Worldwide,ADMA,Asymmetric Dimethylarginine,Medical,Anatomy & Physiology
427,10,Worldwide,ADMA,Aviation Distributors and Manufacturers Association,Associations & Organizations,International Orgaizations
428,70,Worldwide,Admin,Administrator,Miscellaneous,Chat & Messaging
429,20,Australia,ADMIN,Australian Disaster Management Information Network,Governmental,Policies & Programs
430,40,India,ADMK,Anna Dravida Munnetra Kazhagam,Governmental,Politics
431,80,Worldwide,ADN,Application Delivery Network,Computing,Networking
432,50,United,ADNOC,Abu Dhabi National Oil Company,Business,Companies & Corporations
433,100,Worldwide,Adobe,from Adobe Creek that ran behind the house of co-founder John Warnock,Business,Companies & Corporations
434,80,Worldwide,ADOS,Autism Diagnostic Observation Schedule,Medical,Laboratory
435,80,Worldwide,ADP,Automatic Data Processing,Business,Companies & Corporations
436,50,Worldwide,ADPCM,Adaptive Differential Pulse-Code modulation,Computing,Codec
437,40,Worldwide,ADPKD,Autosomal Dominant Polycystic Kidney Disease,Medical,Diseases & Conditions
438,80,Worldwide,Adr,Address/Adresse,Academic & Science,Language & Linguistics
439,40,Worldwide,ADR,Advanced Digital Recording,Computing,Data Storage
440,40,Worldwide,ADR,Adverse Drug Reaction,Medical,Diseases & Conditions
441,30,Slovenia,ADR,Adria Airways,Transport & Travel,Airline Codes
442,20,United,ADR,American Depositary Receipt,Business,Finance
443,20,Worldwide,ADR,Automatic Dialogue Replacement,News & Entertainment,Movies & Film
444,20,United,ADR,Asset Depreciation Range,Business,Finance
445,20,Worldwide,ADR,Astra Digital Radio,Technology,Communication
446,20,Worldwide,ADR,Automatic Diagnostic Repository,Computing,Databases
447,30,Worldwide,ADRMP,Automatic Dialing and Recorded Message Player,Technology,Instruments & Devices
448,70,Worldwide,ADS,Advanced Design System,Computing,Software & Applications
449,60,Worldwide,Ads,Advertisements,Business,Marketing
450,60,United,ADS,Active Denial System,Governmental,Military
451,60,Worldwide,ADS,Active Directory Service,Computing,Software & Applications
452,50,United,ADS,Alliance Data Systems,Business,Companies & Corporations
453,40,Worldwide,ADS,Automatic Dependent Surveillance,Technology,Airplanes & Aircraft
454,40,Worldwide,ADS,Astrophysics Data System,Academic & Science,Astronomy & Space Science
455,40,Worldwide,ADS,Alternate Data Stream,Computing,Data Storage
456,20,United,ADS,American Dialect Society,Associations & Organizations,Educational Organizations
457,20,Worldwide,ADS,Atmospheric Diving Suit,Technology,Tech Terms
458,70,Worldwide,ADSC,Array Advanced Digital Scan Converter,Technology,Instruments & Devices
459,80,Worldwide,ADSL,Asymmetric Digital Subscriber Line,Computing,Networking
460,40,Worldwide,ADT,Average Daily Traffic,Transport & Travel,Land Transport
461,30,Worldwide,ADT,Abstract Data Type,Computing,Programming & Development
462,30,United,ADT,Active Duty for Training,Governmental,Military
463,30,Worldwide,ADT,Android Developer Tools,Computing,Programming & Development
464,30,United,ADT,Ada Municipal Airport,Transport & Travel,Airport Codes
465,20,United,ADT,American Discovery Trail,Transport & Travel,Roads & Highways
466,20,United,ADT,Active Denial Technology,Governmental,Weapons & Forces
467,90,Worldwide,adv,Adverb,Academic & Science,Language & Linguistics
468,70,Worldwide,Adv,Advocate,Governmental,Law & Legal
469,50,Worldwide,ADV,Advertising/Advertisement,Business,Marketing
470,40,Worldwide,ADV,Average Daily Volume,Business,Stock Market
471,30,Worldwide,ADV,Acoustic Doppler Velocimeter,Technology,Instruments & Devices
472,30,Worldwide,ADV,Aleutian Disease Virus,Animal Kingdom,Animal Diseases
473,20,United,ADV,A.D. Vision,Business,Companies & Corporations
474,20,Worldwide,ADV,Acoustic Droplet Vaporization,Academic & Science,Physics
475,20,United,ADV,Andover Airport,Transport & Travel,Airport Codes
476,20,United,ADV,Andover station,Transport & Travel,Railway Station Codes
477,20,Australia,ADV,Australian Defence Vessel,Governmental,Military
478,60,Worldwide,advert,Advertisement,Business,Marketing
479,40,Worldwide,AdvFS,Advanced File System,Computing,Data Storage
480,50,European,AECC,Association for Emissions Control by Catalyst,Associations & Organizations,Technological Organizations
481,40,United,AECC,Aberdeen Exhibition and Conference Centre,Regional,Buildings & Landmarks
482,40,United,AECC,Arkansas Electric Cooperative Corporation,Business,Companies & Corporations
483,20,United,AECC,American Evangelical Christian Churches,Associations & Organizations,Religious Organizations
484,20,United,AECC,Accounting Education Change Commission,Associations & Organizations,Professional Associations
485,30,India,AECS,Atomic Energy Central School,Academic & Science,Universities & Institutions
486,10,United,AECS,Aeronautical Emergency Communications System Plan,Governmental,Military
487,10,India,AECS,Asia Evangelical College and Seminary,Academic & Science,Universities & Institutions
488,30,Australia,AEDST,Australian Eastern Daylight Saving Time,Regional,Time Zones
489,60,United,AEI,American Enterprise Institute,Associations & Organizations,Regional Organizations
490,30,Worldwide,AEI,Archive of European Integration,Computing,Internet
491,30,Worldwide,AEI,Automatic Equipment Identification,Technology,Robotics & Automation
492,30,India,AEI,Applied Electronics & Instrumentation,Academic & Science,Courses
493,20,Spain,AEI,Algeciras Airport,Transport & Travel,Airport Codes
494,10,Worldwide,AEI,Albert Einstein Institution,Associations & Organizations,Non-Profit Organizations
495,60,Worldwide,AEN,Agence pour l’Energie Nucléaire,Associations & Organizations,International Orgaizations
496,30,Worldwide,AEN,Address Enable,Academic & Science,Electronics
497,20,Worldwide,AEN,Acute Esophageal Necrosis,Medical,Diseases & Conditions
498,60,Worldwide,AEO,American Eagle Outfitters,Business,NYSE Symbols
499,40,United,AEO,Annual Energy Outlook,Governmental,Census & Statistics
500,30,India,AEO,Assistant Educational Officer,Governmental,Titles
501,20,Mauritania,AEO,Aioun el Atrouss Airport,Transport & Travel,Airport Codes
502,20,Canada,AEO,Arranged Employment Opinion,Governmental,Policies & Programs
503,20,United,AEO,Association of Event Organisers,Associations & Organizations,Trade Associations
504,50,India,AePS,Aadhaar enabled Payment System,Business,Banking
505,30,Worldwide,AEPS,Arctic Environmental Protection Strategy,Governmental,Rules & Regulations
506,90,Worldwide,aero,Top level domain for Aviation Industry,Computing,Internet
507,40,Worldwide,AERO,Alternative Education Resource Organization,Associations & Organizations,Educational Organizations
508,40,Worldwide,Aero,"Authentic, Energetic, Reflective and Open",Computing,Software & Applications
509,90,Worldwide,AES,Advanced Encryption Standard,Computing,Security
510,60,Worldwide,AES,Automatic Enforcement System,Transport & Travel,Land Transport
511,100,Afghanistan,AF,Afghanistan,Regional,Countries
512,90,France,AF,Air France,Transport & Travel,Airline Codes
513,80,Worldwide,AF,Atrial Fibrillation,Medical,Diseases & Conditions
514,80,Worldwide,AF,Audio Frequency,Academic & Science,Physics
515,60,Worldwide,AF,Autofocus,Technology,Imaging & Printing
516,60,Worldwide,AF,Antenna Factor,Academic & Science,Electronics
517,40,United,AF,Arthritis Foundation,Associations & Organizations,Non-Profit Organizations
518,20,Worldwide,AF,Acceleration Factor,Business,Business Terms
519,10,Afghanistan,af,Afghanistan,Computing,Domain Names (TLD)
520,10,United,AF,Anarchist Federation,Associations & Organizations,Regional Organizations
521,10,Sri,AF,Arthacharya Foundation,Associations & Organizations,Regional Organizations
522,30,Worldwide,AFAIAA,As Far As I Am Aware,Miscellaneous,Chat & Messaging
523,50,Worldwide,AFAICR,As Far As I Can Remember/Recall,Miscellaneous,Chat & Messaging
524,50,Worldwide,AFAIK,As Far As I Know,Miscellaneous,Chat & Messaging
525,100,Worldwide,AFC,American Football Conference,Sports & Games,Football
526,80,United,AFC,Arsenal Football Club,Sports & Games,Football
527,70,Austria,AFC,Automated Fare Collection System,Technology,Tech Terms
528,60,Worldwide,AFC,Asian Football Confederation,Sports & Games,Football
529,30,India,AFCAT,Air Force Common Admission Test,Governmental,Military
530,10,United,AFCAT,Aggie Feral Cat Alliance of Texas,Associations & Organizations,Animal Welfare
531,50,Worldwide,AfD,Articles for Deletion,Computing,Internet
532,30,United,AFD,Area Forecast Discussion,Business,Services
533,30,United,AFD,Austin Fire Department,Governmental,Departments & Agencies
534,30,Worldwide,AFD,April Fools’ Day,Miscellaneous,Chat & Messaging
535,30,Worldwide,AFD,Automatic File Distributor,Computing,Software & Applications
536,20,Hungary,AFD,Alliance of Free Democrats,Governmental,Politics
537,20,South,AFD,Port Alfred Airport,Transport & Travel,Airport Codes
538,20,Worldwide,AFD,Active Format Description,Technology,Specifications & Standards
539,50,Worldwide,AFib,Atrial Fibrillation,Medical,Diseases & Conditions
540,20,France,AFIB,Association Française des Intermédiaires Bancaires,Associations & Organizations,Regional Organizations
541,10,France,AFIB,Association Familiale Intercommunale de Beauvais,Associations & Organizations,Regional Organizations
542,30,Worldwide,AFID,Anti-Felon Identification,Technology,Tech Terms
543,50,Worldwide,AFK,Away From Keyboard,Miscellaneous,Chat & Messaging
544,30,India,AFK,Angamaly,Transport & Travel,IRCTC Station Codes
545,20,Denmark,AFK,Allerød FodboldKlub,Sports & Games,Football
